fecha,lote_id,finca_id,especie,variedad,tipo_cultivo,fecha_siembra,edad_dias,area_ha,densidad_plantas_ha,ciclo_objetivo_dias,sistema_riego,sustrato,estado_fenologico,capacidad_instalada_tallos_dia,rendimiento_base_tallos_ha_sem,porcentaje_exportable_objetivo,temp_media_c,temp_max_c,temp_min_c,humedad_relativa_pct,radiacion_mj_m2,lluvia_mm,vpd_kpa,horas_luz,nubosidad_pct,mano_obra_disponible,mano_obra_requerida,horas_corte,horas_empaque,disponibilidad_camara_frio_pct,fertilizacion_nivel,aplicacion_fitosanitaria,incidencia_plaga_pct,incidencia_enfermedad_pct,merma_poscosecha_pct,retraso_logistico_horas,pedido_id,fecha_pedido,fecha_entrega,cliente_id,tipo_cliente,pais_destino,canal,tallos_solicitados,tallos_confirmados,precio_unitario,descuento_pct,prioridad_cliente,lead_time_dias,cancelado,produccion_estimadaa_tallos,produccion_exportable_tallos,cumplimiento_pedido_pct,gap_demanda_oferta,riesgo_quiebre,riesgo_sobreproduccion,margen_bruto_estimado,score_calidad_lote,probabilidad_cancelacion,forecast_error_historico
2025-12-04,FIN-03-L013,FIN-03,Rosa,Mondial,Invernadero,2025-07-12,145,0.68,66827,105,Microaspersión,Cascarilla,Cosecha,4420,85000,0.88,13.3,20.8,8.7,70.8,9.5,1.5,0.43,11.9,54.8,27,10,8.7,7.0,78.6,Medio,0,14.6,0.8,6.3,6,PED-00186,2025-11-20,2025-12-06,CLI-035,Retail,Canadá,Spot,2798,1317,0.525,0,Media,14,0,1606,1275,47.1,-1523,Alto,Bajo,449.95,64.8,0.31,0.131
2025-06-10,FIN-02-L057,FIN-02,Rosa,Explorer,Invernadero,2025-02-02,128,0.74,55220,105,Microaspersión,Suelo,Cosecha,4810,85000,0.88,15.3,19.9,8.4,58.9,16.9,1.2,0.69,11.7,50.0,34,10,7.7,6.0,78.7,Medio,0,27.3,3.9,9.5,14,PED-00187,2025-05-20,2025-06-13,CLI-036,Broker,Canadá,Contrato,7887,2440,0.389,0,Media,21,1,3435,2338,30.9,-5549,Alto,Bajo,468.04,35.7,0.38,0.071
2025-04-01,FIN-02-L035,FIN-02,Rosa,Mondial,Invernadero,2025-01-01,90,1.15,72146,105,Microaspersión,Cascarilla,Botón,7474,85000,0.88,15.5,23.7,11.2,81.1,15.0,1.2,0.32,11.9,73.9,26,25,13.8,6.1,67.6,Medio,1,8.0,30.0,14.8,16,PED-00188,2025-03-18,2025-04-02,CLI-118,Exportador,Países Bajos,Contrato,9034,1827,0.503,10,Alta,14,0,4174,2318,20.2,-6716,Alto,Bajo,527.1,9.6,0.28,0.221
2025-06-05,FIN-04-L057,FIN-04,Rosa,Vendela,Invernadero,2025-01-29,127,0.59,58216,105,Goteo,Coco,Vegetativo,3835,85000,0.88,18.1,23.3,14.0,73.7,18.3,0.0,0.52,11.8,36.1,25,9,7.5,8.2,93.0,Medio,0,3.1,30.0,13.2,5,PED-00189,2025-05-22,2025-06-06,CLI-085,Exportador,Países Bajos,Contrato,6696,2141,0.471,5,Media,14,0,3237,1995,32.0,-4701,Alto,Bajo,570.07,26.2,0.295,0.074
2025-03-01,FIN-02-L052,FIN-02,Clavel,Bizet,Invernadero,2024-11-07,114,0.67,76054,90,Microaspersión,Suelo,Vegetativo,4355,105000,0.88,19.1,27.2,14.9,75.5,13.9,0.0,0.51,12.5,70.6,17,13,9.1,3.1,76.3,Medio,0,18.6,15.8,13.3,12,PED-00190,2025-02-15,2025-03-03,CLI-037,Mayorista,Canadá,Contrato,3213,1289,0.227,0,Alta,14,1,2269,1407,40.1,-1806,Alto,Bajo,141.9,21.4,0.31,0.0
2025-10-27,FIN-03-L060,FIN-03,Rosa,Explorer,Invernadero,2025-05-15,165,1.6,69819,105,Microaspersión,Suelo,Botón,10400,85000,0.88,14.8,21.8,8.9,68.2,16.0,0.0,0.52,11.9,49.7,23,26,15.4,13.9,92.8,Alto,0,32.1,7.8,14.0,8,PED-00191,2025-10-20,2025-10-29,CLI-036,Exportador,Países Bajos,Preventa,10704,2292,0.421,5,Alta,7,0,3800,2343,21.4,-8361,Alto,Bajo,502.96,17.2,0.225,0.006
2025-02-16,FIN-01-L001,FIN-01,Rosa,Explorer,Campo abierto,2024-10-30,109,0.95,67881,105,Microaspersión,Cascarilla,Cosecha,6175,85000,0.88,17.2,24.0,12.1,75.1,15.6,2.4,0.47,12.8,33.0,23,18,11.1,10.5,76.5,Bajo,0,16.4,3.6,9.0,3,PED-00192,2025-01-02,2025-02-17,CLI-090,Exportador,Canadá,Preventa,4996,3871,0.453,0,Media,45,0,6160,4609,77.5,-387,Medio,Bajo,999.1,51.9,0.45,0.019
2025-02-05,FIN-01-L007,FIN-01,Rosa,Freedom,Invernadero,2024-09-30,128,0.29,63882,105,Goteo,Suelo,Cosecha,1884,85000,0.88,15.6,21.2,9.4,74.7,13.2,3.8,0.43,11.8,55.2,30,6,3.4,1.5,95.8,Alto,0,20.9,11.6,10.7,9,PED-00193,2025-01-06,2025-02-09,CLI-074,Supermercado,Canadá,Spot,9033,693,0.453,0,Alta,30,0,1096,734,7.7,-8299,Alto,Bajo,187.37,34.8,0.45,0.105
2025-09-01,FIN-01-L030,FIN-01,Clavel,Dover,Invernadero,2025-07-14,49,0.23,79925,90,Microaspersión,Suelo,Botón,1495,105000,0.88,14.7,20.0,8.8,80.5,22.3,0.7,0.32,12.0,34.1,35,4,2.7,1.5,68.2,Medio,0,7.4,23.7,14.4,2,PED-00194,2025-08-25,2025-09-03,CLI-035,Mayorista,Países Bajos,Spot,1631,613,0.296,0,Media,7,0,948,579,37.6,-1052,Alto,Bajo,119.41,20.9,0.24,0.017
2025-10-05,FIN-03-L032,FIN-03,Rosa,Mondial,Invernadero,2025-07-13,84,1.62,61711,105,Microaspersión,Suelo,Cosecha,10530,85000,0.88,17.8,23.9,12.3,75.9,13.1,0.0,0.47,12.1,58.9,36,30,18.4,10.3,79.3,Medio,1,20.4,5.4,11.0,9,PED-00195,2025-09-21,2025-10-10,CLI-092,Broker,Países Bajos,Preventa,6838,4923,0.379,2,Media,14,0,7441,5243,72.0,-1595,Alto,Bajo,907.34,40.1,0.304,0.006
2025-07-29,FIN-04-L014,FIN-04,Rosa,Freedom,Invernadero,2025-04-20,100,1.55,76413,105,Microaspersión,Coco,Cosecha,10075,85000,0.88,18.3,23.5,11.8,80.8,17.9,0.6,0.39,12.7,22.6,18,28,23.1,15.6,74.8,Medio,0,14.4,12.8,11.2,17,PED-00196,2025-07-15,2025-08-02,CLI-044,Broker,Países Bajos,Spot,8324,8324,0.443,2,Media,14,0,12062,8156,100.0,-168,Medio,Bajo,2183.01,35.8,0.174,0.02
2025-05-22,FIN-02-L030,FIN-02,Rosa,Explorer,Invernadero,2025-01-25,117,0.71,63915,105,Microaspersión,Coco,Cosecha,4615,85000,0.88,15.5,21.6,9.8,59.7,13.8,0.2,0.69,12.6,71.0,36,11,6.9,8.2,75.8,Bajo,1,19.4,30.0,16.9,3,PED-00197,2025-05-15,2025-05-24,CLI-028,Mayorista,Chile,Preventa,2638,837,0.549,0,Media,7,0,1689,928,31.7,-1710,Alto,Bajo,317.69,0.0,0.24,-0.052
2025-11-30,FIN-02-L009,FIN-02,Rosa,Explorer,Invernadero,2025-09-22,69,1.09,59785,105,Microaspersión,Suelo,Botón,7085,85000,0.88,17.8,22.5,12.1,74.8,19.1,0.0,0.49,11.8,44.2,36,22,14.8,11.6,94.9,Medio,1,18.6,7.6,11.1,0,PED-00198,2025-11-16,2025-12-02,CLI-070,Exportador,Chile,Preventa,9154,4715,0.398,10,Alta,14,0,6116,4361,51.5,-4793,Alto,Bajo,912.79,43.0,0.28,-0.009
2025-05-15,FIN-01-L039,FIN-01,Rosa,Mondial,Invernadero,2025-02-17,87,0.21,66367,105,Microaspersión,Coco,Botón,1365,85000,0.88,16.2,20.7,11.4,77.1,25.0,0.2,0.41,12.3,19.4,32,4,2.0,1.6,90.5,Medio,1,22.7,0.2,8.7,8,PED-00199,2025-04-24,2025-05-17,CLI-071,Exportador,Estados Unidos,Spot,7960,1431,0.367,0,Media,21,1,1750,1317,18.0,-6643,Alto,Bajo,270.09,52.3,0.38,0.062
2025-06-07,FIN-04-L035,FIN-04,Rosa,Mondial,Invernadero,2025-03-27,72,0.71,74607,105,Microaspersión,Coco,Botón,4615,85000,0.88,14.9,23.4,9.2,87.2,24.2,0.0,0.25,12.0,5.0,35,11,9.3,7.5,89.0,Medio,1,18.1,30.0,17.0,2,PED-00200,2025-05-08,2025-06-12,CLI-042,Mayorista,Chile,Contrato,7280,1007,0.4,2,Media,30,1,2420,1331,13.8,-5949,Alto,Bajo,198.88,0.0,0.45,0.009
2025-07-09,FIN-04-L021,FIN-04,Gypsophila,Xlence,Invernadero,2025-04-19,81,0.68,102424,75,Microaspersión,Cascarilla,Vegetativo,4420,78000,0.88,17.8,26.7,11.5,68.4,24.1,3.0,0.62,12.0,23.5,26,11,5.7,5.4,94.1,Alto,0,19.0,10.7,10.2,8,PED-00201,2025-06-18,2025-07-11,CLI-062,Supermercado,Colombia,Spot,2061,2061,0.206,2,Media,21,0,5607,3861,100.0,1800,Bajo,Alto,240.65,39.5,0.244,-0.05
2025-04-18,FIN-01-L008,FIN-01,Rosa,Vendela,Invernadero,2025-01-15,93,0.39,69763,105,Microaspersión,Cascarilla,Cosecha,2535,85000,0.88,16.2,24.9,11.5,51.5,22.0,0.0,0.86,11.9,36.8,27,7,5.0,2.9,82.9,Alto,0,15.4,21.3,12.8,8,PED-00202,2025-03-04,2025-04-23,CLI-028,Mayorista,España,Contrato,3555,1766,0.42,5,Baja,45,0,3059,1847,49.7,-1708,Alto,Bajo,415.5,20.3,0.45,-0.147
2025-07-30,FIN-01-L038,FIN-01,Clavel,Dover,Invernadero,2025-05-30,61,0.95,66021,90,Microaspersión,Cascarilla,Cosecha,6175,105000,0.88,13.6,21.9,7.9,77.5,17.2,0.2,0.34,12.3,44.3,26,18,12.4,6.8,76.3,Medio,1,15.2,6.9,8.2,1,PED-00203,2025-07-09,2025-08-02,CLI-104,Exportador,Estados Unidos,Preventa,7110,3930,0.296,0,Alta,21,1,5454,3992,55.3,-3118,Alto,Bajo,749.66,50.2,0.38,0.069
2025-10-26,FIN-04-L041,FIN-04,Clavel,Dover,Invernadero,2025-09-03,53,1.53,74868,90,Goteo,Suelo,Cosecha,9945,105000,0.88,14.8,19.0,8.6,68.8,10.6,3.0,0.51,12.6,64.8,21,35,19.9,16.0,78.4,Medio,1,19.9,13.6,16.5,0,PED-00204,2025-10-12,2025-10-28,CLI-042,Broker,Países Bajos,Preventa,5335,1946,0.252,2,Alta,14,0,3527,2183,36.5,-3152,Alto,Bajo,242.09,16.7,0.304,0.081
2025-11-01,FIN-03-L027,FIN-03,Gypsophila,Xlence,Invernadero,2025-08-15,78,1.47,94092,75,Microaspersión,Suelo,Reposo,9555,78000,0.88,17.0,23.9,10.7,87.2,14.3,0.0,0.25,11.9,57.3,27,32,17.0,12.3,98.3,Alto,1,8.5,27.7,14.7,7,PED-00205,2025-10-18,2025-11-04,CLI-018,Exportador,Colombia,Spot,870,870,0.208,0,Baja,14,0,7720,4646,100.0,3776,Bajo,Alto,96.36,20.3,0.22,-0.076
2025-06-18,FIN-03-L037,FIN-03,Rosa,Vendela,Invernadero,2025-03-06,104,1.2,71472,105,Goteo,Cascarilla,Cosecha,7800,85000,0.88,15.5,23.5,11.2,80.1,18.1,3.3,0.34,12.4,59.6,16,26,16.5,8.9,82.8,Medio,0,0.8,12.4,9.5,7,PED-00206,2025-06-04,2025-06-22,CLI-014,Broker,Chile,Contrato,5924,5924,0.559,5,Media,14,0,9893,7674,100.0,1750,Bajo,Medio,2072.44,61.0,0.165,-0.053
2025-03-09,FIN-02-L044,FIN-02,Rosa,Vendela,Campo abierto,2024-12-03,96,1.65,74167,105,Microaspersión,Suelo,Cosecha,10725,85000,0.88,17.6,22.0,11.7,84.5,11.2,0.0,0.3,12.3,55.2,32,40,22.2,17.9,81.3,Medio,1,25.9,3.7,12.6,10,PED-00207,2025-02-16,2025-03-14,CLI-055,Mayorista,Países Bajos,Spot,5593,5232,0.46,0,Media,21,1,7145,4865,93.5,-728,Medio,Bajo,1474.64,32.1,0.25,-0.183
2025-01-02,FIN-03-L029,FIN-03,Gypsophila,Xlence,Invernadero,2024-09-17,107,1.38,85789,75,Goteo,Suelo,Cosecha,8970,78000,0.88,17.4,25.7,11.3,64.6,16.5,0.0,0.68,12.7,52.6,35,26,16.6,14.9,100.0,Alto,0,35.0,2.0,13.0,14,PED-00208,2024-12-12,2025-01-03,CLI-047,Exportador,Chile,Spot,7416,2699,0.227,0,Baja,21,0,4550,2989,36.4,-4427,Alto,Bajo,378.51,25.7,0.42,0.023
2025-03-26,FIN-03-L017,FIN-03,Clavel,Bizet,Invernadero,2024-12-06,110,0.32,86827,90,Goteo,Coco,Vegetativo,2080,105000,0.88,15.0,19.8,9.1,74.4,18.3,0.7,0.42,12.1,44.6,32,7,4.6,2.5,85.1,Alto,1,21.8,9.6,12.2,17,PED-00209,2025-02-24,2025-03-31,CLI-096,Mayorista,Colombia,Spot,2403,1518,0.311,5,Baja,30,1,2164,1436,63.2,-967,Alto,Bajo,264.79,30.7,0.45,0.057
2025-03-28,FIN-01-L036,FIN-01,Rosa,Mondial,Invernadero,2024-11-01,147,1.46,73908,105,Goteo,Coco,Cosecha,9490,85000,0.88,12.8,19.1,7.4,68.7,9.5,2.2,0.44,12.3,61.7,35,32,17.6,17.0,85.4,Medio,1,10.5,3.4,8.7,8,PED-00210,2025-02-26,2025-04-02,CLI-094,Mayorista,Chile,Contrato,4955,1851,0.366,0,Media,30,0,2861,2275,37.4,-2680,Alto,Bajo,368.24,63.3,0.45,-0.121
2025-03-25,FIN-01-L038,FIN-01,Rosa,Mondial,Invernadero,2024-11-14,131,0.28,59189,105,Goteo,Suelo,Cosecha,1820,85000,0.88,13.8,20.7,7.5,81.0,15.5,1.2,0.29,12.4,49.7,27,4,3.2,2.1,89.5,Alto,1,2.7,16.1,8.6,17,PED-00211,2025-03-11,2025-03-27,CLI-021,Exportador,Estados Unidos,Contrato,10822,878,0.37,0,Baja,14,1,1436,1069,8.1,-9753,Alto,Bajo,149.78,56.4,0.35,-0.108
2025-10-02,FIN-04-L029,FIN-04,Clavel,Nelson,Campo abierto,2025-07-06,88,1.53,82800,90,Goteo,Cascarilla,Botón,9945,105000,0.88,18.1,25.9,12.3,75.4,18.4,0.6,0.49,11.9,47.9,28,28,20.9,11.3,86.3,Alto,1,2.7,23.3,10.7,11,PED-00212,2025-09-11,2025-10-06,CLI-032,Exportador,Colombia,Preventa,4299,4299,0.284,10,Baja,21,1,12482,8436,100.0,4137,Bajo,Alto,576.43,40.4,0.26,0.168
2025-01-11,FIN-01-L004,FIN-01,Rosa,Explorer,Invernadero,2024-10-20,83,1.44,58356,105,Goteo,Coco,Vegetativo,9360,85000,0.88,18.0,24.9,12.4,75.0,18.0,0.0,0.5,12.0,57.8,37,29,15.4,9.6,89.4,Bajo,1,30.5,11.2,14.2,7,PED-00213,2024-12-21,2025-01-16,CLI-014,Mayorista,Chile,Marketplace,4942,3739,0.393,0,Media,21,0,5831,3469,75.7,-1473,Alto,Bajo,751.83,13.0,0.38,0.095
2025-03-11,FIN-01-L001,FIN-01,Rosa,Freedom,Invernadero,2024-12-05,96,0.2,62842,105,Microaspersión,Coco,Botón,1300,85000,0.88,17.1,21.5,13.0,86.2,21.7,0.7,0.26,12.1,41.8,31,5,2.0,1.8,96.5,Medio,0,12.6,30.0,12.8,10,PED-00214,2025-02-18,2025-03-13,CLI-101,Exportador,Chile,Preventa,8976,725,0.502,5,Media,21,0,1165,657,8.1,-8319,Alto,Bajo,196.03,14.6,0.365,-0.035
2025-10-31,FIN-04-L059,FIN-04,Rosa,Explorer,Invernadero,2025-07-11,112,1.6,67195,105,Goteo,Cascarilla,Botón,10400,85000,0.88,15.9,24.8,11.0,70.0,15.9,0.1,0.52,12.3,67.2,19,29,18.0,18.7,85.7,Bajo,0,4.9,14.6,12.2,10,PED-00215,2025-10-01,2025-11-03,CLI-017,Retail,Países Bajos,Marketplace,1570,1570,0.481,10,Media,30,1,9446,6854,100.0,5284,Bajo,Alto,395.08,47.0,0.31,-0.089
2025-12-30,FIN-01-L020,FIN-01,Rosa,Freedom,Invernadero,2025-10-02,89,0.94,78586,105,Goteo,Coco,Vegetativo,6110,85000,0.88,15.6,19.6,10.0,69.6,12.5,0.0,0.52,12.3,56.2,33,18,12.1,7.3,88.1,Medio,1,19.2,11.8,12.1,11,PED-00216,2025-12-23,2026-01-01,CLI-015,Exportador,Estados Unidos,Spot,12938,2194,0.559,8,Media,7,0,4343,2888,17.0,-10050,Alto,Bajo,735.25,32.0,0.216,0.051
2025-02-06,FIN-04-L012,FIN-04,Gypsophila,Xlence,Invernadero,2024-11-17,81,1.56,85841,75,Goteo,Suelo,Botón,10140,78000,0.88,13.4,21.6,8.0,85.0,14.1,1.3,0.25,11.9,47.3,36,24,21.2,16.6,98.4,Medio,0,6.8,20.3,12.1,13,PED-00217,2025-01-23,2025-02-10,CLI-045,Mayorista,Colombia,Preventa,6177,4479,0.216,5,Alta,14,0,6796,4633,72.5,-1544,Alto,Bajo,499.79,39.2,0.295,-0.061
2025-09-22,FIN-01-L042,FIN-01,Rosa,Mondial,Invernadero,2025-07-06,78,1.56,61248,105,Goteo,Coco,Reposo,10140,85000,0.88,17.4,22.3,10.8,80.1,20.9,0.0,0.38,12.4,28.4,22,35,14.7,13.1,89.0,Medio,1,6.3,3.9,11.1,17,PED-00218,2025-08-23,2025-09-25,CLI-058,Retail,Estados Unidos,Marketplace,2512,2512,0.414,0,Alta,30,1,12000,9727,100.0,7215,Bajo,Alto,594.3,64.3,0.34,0.051
2025-05-29,FIN-01-L025,FIN-01,Rosa,Mondial,Invernadero,2025-02-23,95,0.23,74039,105,Goteo,Suelo,Vegetativo,1495,85000,0.88,13.2,19.6,8.8,81.3,22.7,0.4,0.27,11.8,42.0,18,4,2.9,2.6,71.8,Alto,1,0.4,16.2,8.0,12,PED-00219,2025-05-15,2025-05-30,CLI-009,Exportador,Países Bajos,Spot,8915,1740,0.53,10,Media,14,1,2114,1570,19.5,-7345,Alto,Bajo,508.51,56.3,0.28,0.036
2025-03-04,FIN-01-L031,FIN-01,Rosa,Vendela,Campo abierto,2024-09-29,156,0.61,67682,105,Goteo,Suelo,Reposo,3965,85000,0.88,16.4,21.0,12.4,83.4,18.2,7.3,0.3,12.1,29.1,25,10,6.5,2.7,71.0,Alto,1,10.5,4.5,9.6,14,PED-00220,2025-02-25,2025-03-05,CLI-074,Supermercado,Colombia,Preventa,2995,2137,0.487,0,Media,7,0,2809,2158,71.4,-837,Alto,Bajo,673.04,56.1,0.24,-0.058
2025-08-15,FIN-01-L012,FIN-01,Rosa,Vendela,Invernadero,2025-04-22,115,0.29,72694,105,Goteo,Suelo,Botón,1884,85000,0.88,15.4,22.6,9.7,75.3,14.7,1.7,0.42,12.5,41.1,32,6,4.2,3.4,90.3,Medio,1,6.8,4.7,6.1,9,PED-00221,2025-07-01,2025-08-18,CLI-005,Exportador,Canadá,Preventa,6730,1732,0.463,12,Alta,45,1,2104,1730,25.7,-5000,Alto,Bajo,397.84,73.2,0.45,0.174
2025-03-23,FIN-01-L002,FIN-01,Rosa,Mondial,Invernadero,2024-12-04,109,0.19,61177,105,Microaspersión,Cascarilla,Botón,1235,85000,0.88,17.7,25.2,11.7,55.8,18.2,0.0,0.86,12.7,33.9,34,4,2.4,1.5,84.7,Medio,1,14.6,3.8,8.3,9,PED-00222,2025-03-02,2025-03-26,CLI-015,Exportador,Canadá,Spot,7149,1360,0.368,2,Media,21,0,1723,1324,19.0,-5825,Alto,Bajo,265.61,57.6,0.374,0.017
2025-09-19,FIN-01-L028,FIN-01,Rosa,Vendela,Invernadero,2025-06-08,103,1.4,68679,105,Goteo,Cascarilla,Botón,9100,85000,0.88,18.3,27.0,12.3,60.7,16.5,1.0,0.79,11.7,50.4,17,28,17.3,17.3,71.9,Alto,0,6.6,7.7,11.2,7,PED-00223,2025-09-05,2025-09-22,CLI-114,Broker,Estados Unidos,Contrato,3816,3816,0.474,2,Baja,14,1,13609,10355,100.0,6539,Bajo,Alto,1121.43,53.7,0.214,-0.011
2025-07-09,FIN-04-L058,FIN-04,Rosa,Explorer,Invernadero,2025-03-19,112,1.01,60563,105,Goteo,Coco,Botón,6565,85000,0.88,14.3,19.1,8.6,60.5,7.0,0.5,0.62,12.6,80.5,37,18,11.6,10.4,89.5,Alto,1,12.3,0.4,5.2,4,PED-00224,2025-06-18,2025-07-10,CLI-002,Exportador,Países Bajos,Spot,8477,2102,0.402,2,Alta,21,1,3286,2716,24.8,-5761,Alto,Bajo,416.98,73.6,0.374,0.085
2025-08-31,FIN-02-L034,FIN-02,Rosa,Explorer,Invernadero,2025-04-03,150,0.4,68612,105,Goteo,Suelo,Botón,2600,85000,0.88,17.8,25.8,13.8,76.7,18.1,0.0,0.46,12.0,50.3,38,8,3.9,1.6,85.7,Medio,0,18.9,30.0,17.1,7,PED-00225,2025-08-24,2025-09-05,CLI-060,Retail,Estados Unidos,Preventa,1666,436,0.535,0,Baja,7,0,798,438,26.2,-1228,Alto,Bajo,150.69,0.0,0.28,-0.091
2025-07-20,FIN-01-L020,FIN-01,Rosa,Mondial,Invernadero,2025-02-22,148,1.17,70863,105,Goteo,Suelo,Botón,7604,85000,0.88,17.2,24.4,10.6,86.0,17.7,2.7,0.26,11.7,56.5,24,22,14.3,8.1,88.0,Alto,1,3.8,3.2,6.5,2,PED-00226,2025-06-29,2025-07-25,CLI-102,Exportador,Estados Unidos,Preventa,10232,4206,0.508,10,Media,21,0,6373,5408,41.1,-4824,Alto,Bajo,1233.9,78.2,0.35,-0.132
2025-01-04,FIN-01-L040,FIN-01,Rosa,Explorer,Campo abierto,2024-09-18,108,1.04,69249,105,Microaspersión,Suelo,Vegetativo,6760,85000,0.88,15.4,20.3,11.1,76.3,19.6,3.4,0.4,12.6,38.2,35,21,14.3,12.2,100.0,Medio,0,8.4,3.8,4.9,0,PED-00227,2024-12-05,2025-01-09,CLI-052,Exportador,Estados Unidos,Preventa,7696,7696,0.499,8,Baja,30,0,11530,9622,100.0,1926,Bajo,Medio,2147.19,77.2,0.356,-0.04
2025-12-17,FIN-01-L045,FIN-01,Clavel,Bizet,Invernadero,2025-10-01,77,1.0,76725,90,Microaspersión,Cascarilla,Vegetativo,6500,105000,0.88,13.4,21.0,6.8,85.2,7.0,0.6,0.25,12.1,82.5,18,13,14.0,9.8,93.9,Medio,0,11.0,5.7,7.2,7,PED-00228,2025-11-26,2025-12-18,CLI-091,Retail,Colombia,Preventa,2375,2055,0.326,5,Alta,21,0,3083,2430,86.5,55,Bajo,Bajo,389.45,64.4,0.235,-0.102
2025-02-28,FIN-02-L047,FIN-02,Rosa,Vendela,Invernadero,2024-10-03,148,0.45,69020,105,Goteo,Cascarilla,Botón,2925,85000,0.88,16.8,24.4,12.6,69.8,12.7,1.0,0.56,12.2,65.0,29,10,4.5,3.4,95.9,Medio,0,1.5,0.8,6.5,4,PED-00229,2025-02-21,2025-03-04,CLI-053,Exportador,Estados Unidos,Spot,8346,1709,0.386,0,Alta,7,1,1936,1722,20.5,-6624,Alto,Bajo,318.08,87.0,0.24,0.123
2025-08-12,FIN-04-L052,FIN-04,Clavel,Bizet,Invernadero,2025-06-05,68,1.7,77982,90,Goteo,Cascarilla,Cosecha,11050,105000,0.88,13.6,21.2,7.8,67.6,11.4,0.0,0.48,11.8,64.0,28,44,19.7,16.2,71.4,Alto,0,9.7,14.8,17.0,14,PED-00230,2025-07-22,2025-08-17,CLI-052,Mayorista,Estados Unidos,Contrato,3611,3611,0.296,0,Media,21,0,7246,4795,100.0,1184,Bajo,Medio,700.69,26.4,0.25,-0.016
2025-02-18,FIN-02-L032,FIN-02,Rosa,Explorer,Invernadero,2024-11-28,82,1.07,67108,105,Goteo,Suelo,Botón,6955,85000,0.88,14.7,20.5,10.2,69.3,11.2,0.0,0.5,12.3,66.5,19,20,14.3,8.7,73.2,Bajo,1,35.0,2.8,14.1,11,PED-00231,2025-02-04,2025-02-20,CLI-043,Exportador,Países Bajos,Spot,9637,1734,0.466,2,Media,14,0,2699,1671,18.0,-7966,Alto,Bajo,484.81,15.5,0.304,0.069
2025-10-14,FIN-04-L017,FIN-04,Rosa,Vendela,Campo abierto,2025-06-17,119,1.07,56967,105,Goteo,Coco,Botón,6955,85000,0.88,14.9,22.9,9.2,61.8,15.9,0.3,0.63,11.9,51.5,42,18,12.3,11.9,85.8,Alto,0,6.8,8.0,8.1,14,PED-00232,2025-10-07,2025-10-16,CLI-091,Mayorista,Colombia,Marketplace,5478,5478,0.462,2,Media,7,0,7276,5701,100.0,223,Bajo,Bajo,1539.96,62.9,0.104,-0.062
2025-11-04,FIN-02-L055,FIN-02,Clavel,Dover,Invernadero,2025-09-04,61,1.04,88101,90,Microaspersión,Suelo,Vegetativo,6760,105000,0.88,17.5,21.8,13.0,89.3,12.0,0.0,0.25,11.8,50.6,17,21,14.9,9.0,72.4,Medio,1,24.9,19.4,14.6,11,PED-00233,2025-10-05,2025-11-08,CLI-035,Retail,Países Bajos,Preventa,1758,1489,0.223,5,Alta,30,1,3156,1735,84.7,-23,Medio,Bajo,130.74,3.5,0.325,0.104
2025-07-21,FIN-02-L014,FIN-02,Rosa,Explorer,Campo abierto,2025-03-25,118,0.36,63793,105,Microaspersión,Suelo,Reposo,2340,85000,0.88,16.2,23.7,9.6,67.7,15.5,0.5,0.58,12.3,53.0,19,8,4.9,4.0,89.6,Medio,1,10.4,8.0,7.9,0,PED-00234,2025-07-07,2025-07-22,CLI-015,Exportador,Estados Unidos,Preventa,7829,1849,0.425,0,Media,14,0,2627,2013,23.6,-5816,Alto,Bajo,440.53,59.2,0.31,-0.034
2025-03-30,FIN-04-L046,FIN-04,Rosa,Explorer,Invernadero,2024-11-28,122,0.42,65778,105,Goteo,Suelo,Cosecha,2730,85000,0.88,14.7,20.6,8.6,67.9,10.4,0.0,0.52,11.7,63.8,31,7,4.9,3.9,87.2,Medio,1,28.5,12.6,13.3,9,PED-00235,2025-03-16,2025-04-03,CLI-001,Exportador,Países Bajos,Spot,11429,585,0.393,0,Baja,14,1,1066,636,5.1,-10793,Alto,Bajo,129.55,15.1,0.35,0.003
2025-04-12,FIN-01-L013,FIN-01,Gypsophila,Xlence,Invernadero,2025-02-05,66,0.23,94155,75,Microaspersión,Coco,Reposo,1495,78000,0.88,16.4,24.0,10.7,63.3,18.3,0.0,0.66,12.3,44.1,12,4,2.8,2.0,92.4,Alto,1,7.0,21.7,9.9,3,PED-00236,2025-03-29,2025-04-14,CLI-057,Mayorista,España,Marketplace,3046,769,0.217,8,Alta,14,1,1493,1003,25.2,-2043,Alto,Bajo,91.5,40.0,0.286,-0.072
2025-04-22,FIN-03-L051,FIN-03,Rosa,Vendela,Invernadero,2025-01-15,97,0.34,60330,105,Goteo,Suelo,Cosecha,2210,85000,0.88,16.2,22.2,11.6,90.1,18.3,4.1,0.25,12.4,32.8,24,8,3.9,1.8,85.4,Medio,1,15.4,15.7,11.9,1,PED-00237,2025-03-23,2025-04-24,CLI-015,Exportador,Países Bajos,Contrato,9542,990,0.403,5,Baja,30,1,1935,1267,10.4,-8275,Alto,Bajo,209.13,31.2,0.45,0.075
